t1A2c1, t1A2c1, t1A2c2, t1A2c2, t1A2c3, t1A2c3, t1A2c4, t1A2c4, t1A2c6, t1A2c6, t1B2c1, t1B2c1, t1B2c2, t1B2c2, t1B2c3, t1B2c3, t1B2c4, t1B2c4, t1B2c6, t1B2c6, t1C2c1, t1C2c1, t1C2c2, t1C2c2, t1C2c3, t1C2c3, t1C2c4, t1C2c4, t1C2c6, t1C2c6, t1D2c1, t1D2c1, t1D2c2, t1D2c2, t1D2c3, t1D2c3, t1D2c4, t1D2c4, t1D2c6, t1D2c6, t1E2c1, t1E2c1, t1E2c2, t1E2c2, t1E2c3, t1E2c3, t1E2c5, t1E2c5, t1E2c6, t1E2c6, t1F2c1, t1F2c1, t1F2c2, t1F2c2, t1F2c3, t1F2c3, t1F2c5, t1F2c5, t1F2c6, t1F2c6, t1G2c1, t1G2c1, t1G2c2, t1G2c2, t1G2c3, t1G2c3, t1G2c5, t1G2c5, t1G2c6, t1G2c6, t1H2c1, t1H2c1, t1H2c2, t1H2c2, t1H2c3, t1H2c3, t1H2c5, t1H2c5, t1H2c6, t1H2c6, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1A6, TnIC, p1A6, TnIC, p1A7, TnIC, p1A8, TnIC, p1A6, TnIC, p1B6, TnIC, p1B6, TnIC, p1B7, TnIC, p1B8, TnIC, p1B6, TnIC, p1C6, TnIC, p1C6, TnIC, p1C7, TnIC, p1C8, TnIC, p1C6, TnIC, p1D6, TnIC, p1D6, TnIC, p1D7, TnIC, p1D8, TnIC, p1D6, TnIC, p1E6, TnIC, p1E6, TnIC, p1E7, TnIC, p1E9, TnIC, p1E6, TnIC, p1F6, TnIC, p1F6, TnIC, p1F7, TnIC, p1F9, TnIC, p1F6, TnIC, p1G6, TnIC, p1G6, TnIC, p1G7, TnIC, p1G9, TnIC, p1G6, TnIC, p1H6, TnIC, p1H6, TnIC, p1H7, TnIC, p1H9, TnIC, p1H6, TnIC, 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1223.60, 0.02496515, 2891.40, 0.00259147, 4572.39, 0.00362292, 6234.42, -0.02197798, 9569.86, -0.01097374, 1223.60, -0.00895599, 2891.40, -0.03620666, 4572.39, -0.03803491, 6234.42, -0.00231224, 9569.86, -0.03999236, 1223.60, -0.01260511, 2891.40, -0.03377601, 4572.39, -0.03927665, 6234.42, -0.01761936, 9569.86, -0.03070481, 1223.60, -0.02775178, 2891.40, -0.04435397, 4572.39, -0.02812133, 6234.42, -0.02587288, 9569.86, -0.04788797, 1223.60, -0.01203001, 2891.40, -0.03605679, 4572.39, 0.0195433, 7902.30, 0.09365337, 9569.86, -0.05234302, 1223.60, 0.02067515, 2891.40, -0.00334107, 4572.39, 0.02212033, 7902.30, 0.07633287, 9569.86, 0.00017841, 1223.60, -0.00116315, 2891.40, -0.02403524, 4572.39, 0.01475946, 7902.30, 0.04644877, 9569.86, -0.04009935, 1223.60, 0.01608331, 2891.40, 0.00285942, 4572.39, 0.00915111, 7902.30, 0.02686855, 9569.86, 0.00027817, 
1223.80, 0.02704649, 2891.60, 0.00480122, 4572.59, 0.00409559, 6234.62, -0.02099203, 9570.06, -0.009145, 1223.80, -0.00760024, 2891.60, -0.03518923, 4572.59, -0.03857337, 6234.62, -0.00273702, 9570.06, -0.03907375, 1223.80, -0.01204106, 2891.60, -0.03279081, 4572.59, -0.03945682, 6234.62, -0.01748085, 9570.06, -0.02976962, 1223.80, -0.02663176, 2891.60, -0.04352685, 4572.59, -0.02773177, 6234.62, -0.02557024, 9570.06, -0.04731829, 1223.80, -0.01219722, 2891.60, -0.03615586, 4572.59, 0.02044751, 7902.50, 0.09529534, 9570.06, -0.05250135, 1223.80, 0.02092382, 2891.60, -0.00303895, 4572.59, 0.02263155, 7902.50, 0.07753962, 9570.06, 0.00050894, 1223.80, -0.00086873, 2891.60, -0.02436822, 4572.59, 0.01444254, 7902.50, 0.04746417, 9570.06, -0.04042044, 1223.80, 0.01627027, 2891.60, 0.00278547, 4572.59, 0.00983779, 7902.50, 0.02776294, 9570.06, 0.00064691, 
1224.00, 0.0285133, 2891.80, 0.00656301, 4572.79, 0.00451802, 6234.82, -0.02014547, 9570.26, -0.00724748, 1224.00, -0.00573195, 2891.80, -0.03392059, 4572.79, -0.03835366, 6234.82, -0.00193, 9570.26, -0.03743063, 1224.00, -0.01054785, 2891.80, -0.03134516, 4572.79, -0.0388815, 6234.82, -0.01691122, 9570.26, -0.02821714, 1224.00, -0.02544494, 2891.80, -0.04273966, 4572.79, -0.02735675, 6234.82, -0.02525485, 9570.26, -0.04649915, 1224.00, -0.0118591, 2891.80, -0.03552061, 4572.79, 0.02149258, 7902.70, 0.09723808, 9570.26, -0.05211339, 1224.00, 0.02098391, 2891.80, -0.002897, 4572.79, 0.02331922, 7902.70, 0.07871974, 9570.26, 0.00081474, 1224.00, -0.00066747, 2891.80, -0.02387828, 4572.79, 0.01463694, 7902.70, 0.04862265, 9570.26, -0.04044962, 1224.00, 0.01665336, 2891.80, 0.00314018, 4572.79, 0.01082412, 7902.70, 0.02866415, 9570.26, 0.000537, 
1224.20, 0.03008977, 2892.00, 0.00845582, 4572.99, 0.00484981, 6235.02, -0.01983776, 9570.46, -0.0053046, 1224.20, -0.00436826, 2892.00, -0.03267, 4572.99, -0.03779482, 6235.02, -0.00142295, 9570.46, -0.03668321, 1224.20, -0.00928588, 2892.00, -0.02965107, 4572.99, -0.03887654, 6235.02, -0.01608949, 9570.46, -0.02692023, 1224.20, -0.02459191, 2892.00, -0.04231836, 4572.99, -0.02731077, 6235.02, -0.02499666, 9570.46, -0.0457126, 1224.20, -0.01168471, 2892.00, -0.03553849, 4572.99, 0.02193769, 7902.90, 0.09879174, 9570.46, -0.0522319, 1224.20, 0.02102929, 2892.00, -0.00253538, 4572.99, 0.02400878, 7902.90, 0.07952881, 9570.46, 0.00083091, 1224.20, -0.00066511, 2892.00, -0.02340715, 4572.99, 0.01497809, 7902.90, 0.05001812, 9570.46, -0.04025941, 1224.20, 0.01687241, 2892.00, 0.00277136, 4572.99, 0.01089111, 7902.90, 0.02899218, 9570.46, -0.00015475, 
1224.40, 0.03164806, 2892.20, 0.01015169, 4573.19, 0.00554182, 6235.22, -0.01913702, 9570.66, -0.00391913, 1224.40, -0.00283168, 2892.20, -0.03132745, 4573.19, -0.03755759, 6235.22, -0.00089708, 9570.66, -0.03531358, 1224.40, -0.00763802, 2892.20, -0.0275089, 4573.19, -0.03866656, 6235.22, -0.01539311, 9570.66, -0.02515046, 1224.40, -0.0243512, 2892.20, -0.04211745, 4573.19, -0.02766762, 6235.22, -0.02555636, 9570.66, -0.04552861, 1224.40, -0.0110857, 2892.20, -0.03512252, 4573.19, 0.02335099, 7903.10, 0.10060388, 9570.66, -0.05183324, 1224.40, 0.02096411, 2892.20, -0.00238914, 4573.19, 0.02476745, 7903.10, 0.08062067, 9570.66, 0.00067633, 1224.40, -0.00072204, 2892.20, -0.02369932, 4573.19, 0.01527871, 7903.10, 0.05166152, 9570.66, -0.0403002, 1224.40, 0.01720555, 2892.20, 0.00217112, 4573.19, 0.01093047, 7903.10, 0.02943586, 9570.66, -0.00064901, 
1224.60, 0.03324066, 2892.40, 0.01168804, 4573.39, 0.0056528, 6235.42, -0.01834761, 9570.86, -0.00235025, 1224.60, -0.001717, 2892.40, -0.03086584, 4573.39, -0.03725261, 6235.42, -0.00053381, 9570.86, -0.03422507, 1224.60, -0.00618943, 2892.40, -0.02569264, 4573.39, -0.03831052, 6235.42, -0.01499887, 9570.86, -0.02365116, 1224.60, -0.02404437, 2892.40, -0.04203099, 4573.39, -0.02872039, 6235.42, -0.02550793, 9570.86, -0.04513504, 1224.60, -0.01105626, 2892.40, -0.03479735, 4573.39, 0.02398816, 7903.30, 0.10247412, 9570.86, -0.05133253, 1224.60, 0.0212581, 2892.40, -0.00206116, 4573.39, 0.02560254, 7903.30, 0.0818675, 9570.86, 0.0010063, 1224.60, -0.00127666, 2892.40, -0.02367494, 4573.39, 0.01574799, 7903.30, 0.05277921, 9570.86, -0.04041361, 1224.60, 0.01711913, 2892.40, 0.00159595, 4573.39, 0.01116437, 7903.30, 0.0300673, 9570.86, -0.00083817, 
1224.80, 0.03440003, 2892.60, 0.01257233, 4573.59, 0.00585729, 6235.62, -0.01751324, 9571.06, -0.00105352, 1224.80, 0.00033986, 2892.60, -0.02970196, 4573.59, -0.03651969, 6235.62, 0.00044504, 9571.06, -0.0327483, 1224.80, -0.00487596, 2892.60, -0.02395582, 4573.59, -0.03792828, 6235.62, -0.01442761, 9571.06, -0.0218066, 1224.80, -0.02378964, 2892.60, -0.04162867, 4573.59, -0.02880102, 6235.62, -0.02514061, 9571.06, -0.04441164, 1224.80, -0.01079573, 2892.60, -0.03476457, 4573.59, 0.02413469, 7903.50, 0.10356974, 9571.06, -0.05135341, 1224.80, 0.0213723, 2892.60, -0.00186357, 4573.59, 0.02588289, 7903.50, 0.08331368, 9571.06, 0.00096722, 1224.80, -0.0013053, 2892.60, -0.02363729, 4573.59, 0.01617304, 7903.50, 0.05414985, 9571.06, -0.04070648, 1224.80, 0.01727603, 2892.60, 0.00075099, 4573.59, 0.01112079, 7903.50, 0.030363, 9571.06, -0.00047503, 
1225.00, 0.03557291, 2892.80, 0.01373542, 4573.79, 0.00617795, 6235.82, -0.01678405, 9571.26, 0.00034869, 1225.00, 0.00223962, 2892.80, -0.02825253, 4573.79, -0.03582451, 6235.82, 0.00126213, 9571.26, -0.03110956, 1225.00, -0.00363189, 2892.80, -0.02222875, 4573.79, -0.03774915, 6235.82, -0.01391295, 9571.26, -0.0205048, 1225.00, -0.02335417, 2892.80, -0.0409096, 4573.79, -0.02841402, 6235.82, -0.02484933, 9571.26, -0.04330679, 1225.00, -0.01063781, 2892.80, -0.03488153, 4573.79, 0.02426159, 7903.70, 0.10509108, 9571.26, -0.05135197, 1225.00, 0.02174777, 2892.80, -0.00178442, 4573.79, 0.02680884, 7903.70, 0.08456786, 9571.26, 0.00098401, 1225.00, -0.00156008, 2892.80, -0.02339139, 4573.79, 0.01640448, 7903.70, 0.05513663, 9571.26, -0.04128103, 1225.00, 0.0170749, 2892.80, 0.00037569, 4573.79, 0.01093377, 7903.70, 0.03051978, 9571.26, -0.00050919, 
1225.20, 0.03657699, 2893.00, 0.01492282, 4573.99, 0.00581555, 6236.02, -0.01644759, 9571.46, 0.00126528, 1225.20, 0.00284848, 2893.00, -0.02712549, 4573.99, -0.03578663, 6236.02, 0.00183519, 9571.46, -0.02961246, 1225.20, -0.00271303, 2893.00, -0.02075257, 4573.99, -0.03767074, 6236.02, -0.01340793, 9571.46, -0.01957703, 1225.20, -0.02299731, 2893.00, -0.04090145, 4573.99, -0.02880286, 6236.02, -0.02472492, 9571.46, -0.04291526, 1225.20, -0.01053494, 2893.00, -0.03492785, 4573.99, 0.02456464, 7903.90, 0.10636098, 9571.46, -0.05149217, 1225.20, 0.02158117, 2893.00, -0.00158534, 4573.99, 0.02720899, 7903.90, 0.08562638, 9571.46, 0.00062096, 1225.20, -0.00110647, 2893.00, -0.02291199, 4573.99, 0.01746589, 7903.90, 0.05653423, 9571.46, -0.0412335, 1225.20, 0.01727221, 2893.00, -0.00031489, 4573.99, 0.01114248, 7903.90, 0.03095388, 9571.46, -0.00064274, 
1225.40, 0.03802042, 2893.20, 0.01636861, 4574.19, 0.00629936, 6236.22, -0.01602611, 9571.66, 0.00292756, 1225.40, 0.00418204, 2893.20, -0.02605945, 4574.19, -0.03545088, 6236.22, 0.00238514, 9571.66, -0.02823744, 1225.40, -0.00175555, 2893.20, -0.01940587, 4574.19, -0.03746631, 6236.22, -0.01259722, 9571.66, -0.01810882, 1225.40, -0.02256858, 2893.20, -0.03974591, 4574.19, -0.02881348, 6236.22, -0.02450673, 9571.66, -0.04227223, 1225.40, -0.0108517, 2893.20, -0.03557038, 4574.19, 0.02469479, 7904.10, 0.10765133, 9571.66, -0.05188024, 1225.40, 0.02178173, 2893.20, -0.0016625, 4574.19, 0.02717498, 7904.10, 0.08698667, 9571.66, 0.00060029, 1225.40, -0.00093807, 2893.20, -0.02195608, 4574.19, 0.01845086, 7904.10, 0.05810062, 9571.66, -0.04058626, 1225.40, 0.01713276, 2893.20, -0.00001126, 4574.19, 0.01140694, 7904.10, 0.03114541, 9571.66, -0.00087239, 
1225.60, 0.03934919, 2893.40, 0.01780498, 4574.39, 0.00645028, 6236.42, -0.01595401, 9571.86, 0.00418473, 1225.60, 0.00594654, 2893.40, -0.0239091, 4574.39, -0.03475387, 6236.42, 0.00341528, 9571.86, -0.0262788, 1225.60, -0.00104032, 2893.40, -0.01770762, 4574.39, -0.03691923, 6236.42, -0.01211496, 9571.86, -0.01713109, 1225.60, -0.02220738, 2893.40, -0.03935244, 4574.39, -0.0284843, 6236.42, -0.02477181, 9571.86, -0.0411572, 1225.60, -0.01081488, 2893.40, -0.03602041, 4574.39, 0.0254507, 7904.30, 0.1094247, 9571.86, -0.0516832, 1225.60, 0.02211246, 2893.40, -0.00153649, 4574.39, 0.0271955, 7904.30, 0.08808755, 9571.86, 0.00059869, 1225.60, -0.00121169, 2893.40, -0.02166138, 4574.39, 0.01863998, 7904.30, 0.05917096, 9571.86, -0.04074996, 1225.60, 0.0172877, 2893.40, 0.00015158, 4574.39, 0.01209882, 7904.30, 0.03169696, 9571.86, -0.0007894, 
1225.80, 0.04052341, 2893.60, 0.01868519, 4574.59, 0.00618721, 6236.62, -0.01602839, 9572.06, 0.00528883, 1225.80, 0.00778788, 2893.60, -0.02191359, 4574.59, -0.0349168, 6236.62, 0.00397184, 9572.06, -0.02450964, 1225.80, -0.00042211, 2893.60, -0.01679277, 4574.59, -0.0368499, 6236.62, -0.01152958, 9572.06, -0.01634978, 1225.80, -0.02238637, 2893.60, -0.03897886, 4574.59, -0.02866046, 6236.62, -0.02489984, 9572.06, -0.04127047, 1225.80, -0.01106667, 2893.60, -0.03635105, 4574.59, 0.02614583, 7904.50, 0.11094022, 9572.06, -0.05154348, 1225.80, 0.02244553, 2893.60, -0.00149485, 4574.59, 0.0273464, 7904.50, 0.08953085, 9572.06, 0.00030848, 1225.80, -0.00141758, 2893.60, -0.02169771, 4574.59, 0.0188668, 7904.50, 0.06004511, 9572.06, -0.04101342, 1225.80, 0.01744147, 2893.60, 0.00024796, 4574.59, 0.01202134, 7904.50, 0.03235458, 9572.06, -0.00122117, 
1226.00, 0.04184906, 2893.80, 0.01998355, 4574.79, 0.00591425, 6236.82, -0.01564234, 9572.26, 0.00639926, 1226.00, 0.00870272, 2893.80, -0.02078775, 4574.79, -0.0342825, 6236.82, 0.00458863, 9572.26, -0.02332679, 1226.00, 0.00026139, 2893.80, -0.016076, 4574.79, -0.03685364, 6236.82, -0.01123214, 9572.26, -0.01494422, 1226.00, -0.0221112, 2893.80, -0.03860385, 4574.79, -0.02891318, 6236.82, -0.0251845, 9572.26, -0.04065178, 1226.00, -0.01004957, 2893.80, -0.03567726, 4574.79, 0.02724171, 7904.70, 0.11302143, 9572.26, -0.05027581, 1226.00, 0.0229409, 2893.80, -0.00109353, 4574.79, 0.02770072, 7904.70, 0.0907143, 9572.26, 0.00043186, 1226.00, -0.00139654, 2893.80, -0.02167033, 4574.79, 0.01929803, 7904.70, 0.0611693, 9572.26, -0.04095097, 1226.00, 0.01736004, 2893.80, 0.00055063, 4574.79, 0.01197595, 7904.70, 0.03254169, 9572.26, -0.00162671, 
1226.20, 0.04300286, 2894.00, 0.02079215, 4574.99, 0.00575686, 6237.02, -0.01528464, 9572.46, 0.00754359, 1226.20, 0.01033452, 2894.00, -0.01909339, 4574.99, -0.03375295, 6237.02, 0.00529833, 9572.46, -0.02206711, 1226.20, 0.00157277, 2894.00, -0.01539083, 4574.99, -0.03723999, 6237.02, -0.011117, 9572.46, -0.01423859, 1226.20, -0.02222085, 2894.00, -0.03812847, 4574.99, -0.0287856, 6237.02, -0.02506511, 9572.46, -0.04061394, 1226.20, -0.0095385, 2894.00, -0.03529364, 4574.99, 0.02789037, 7904.90, 0.11459398, 9572.46, -0.04978496, 1226.20, 0.02317946, 2894.00, -0.00128519, 4574.99, 0.02830015, 7904.90, 0.09201918, 9572.46, 0.00046053, 1226.20, -0.00081616, 2894.00, -0.02145649, 4574.99, 0.02036179, 7904.90, 0.06222462, 9572.46, -0.04087912, 1226.20, 0.01724989, 2894.00, 0.00065355, 4574.99, 0.01231294, 7904.90, 0.03279182, 9572.46, -0.00142862, 
1226.40, 0.0443055, 2894.20, 0.02207784, 4575.19, 0.00578162, 6237.22, -0.01498579, 9572.66, 0.00855211, 1226.40, 0.01101548, 2894.20, -0.01720149, 4575.19, -0.03364038, 6237.22, 0.00536947, 9572.66, -0.0209975, 1226.40, 0.00277699, 2894.20, -0.01454692, 4575.19, -0.03713667, 6237.22, -0.01018078, 9572.66, -0.01347593, 1226.40, -0.02222824, 2894.20, -0.03771433, 4575.19, -0.02899284, 6237.22, -0.0255213, 9572.66, -0.04000168, 1226.40, -0.00917409, 2894.20, -0.03537592, 4575.19, 0.02858793, 7905.10, 0.11632455, 9572.66, -0.04941416, 1226.40, 0.02380336, 2894.20, -0.00105159, 4575.19, 0.02890989, 7905.10, 0.09325272, 9572.66, 0.0012033, 1226.40, -0.0011756, 2894.20, -0.02168974, 4575.19, 0.02041593, 7905.10, 0.06276269, 9572.66, -0.04088399, 1226.40, 0.01717744, 2894.20, 0.00083874, 4575.19, 0.01212109, 7905.10, 0.03356225, 9572.66, -0.00066886, 
1226.60, 0.04647299, 2894.40, 0.0232822, 4575.39, 0.00612424, 6237.42, -0.01381967, 9572.86, 0.01053225, 1226.60, 0.01187614, 2894.40, -0.01577264, 4575.39, -0.03328734, 6237.42, 0.00534511, 9572.86, -0.02008244, 1226.60, 0.00416433, 2894.40, -0.01359321, 4575.39, -0.03689154, 6237.42, -0.00965864, 9572.86, -0.01201848, 1226.60, -0.02229188, 2894.40, -0.03743179, 4575.39, -0.02946807, 6237.42, -0.02581443, 9572.86, -0.03987851, 1226.60, -0.00823172, 2894.40, -0.03481043, 4575.39, 0.02990872, 7905.30, 0.1178696, 9572.86, -0.04885095, 1226.60, 0.02390997, 2894.40, -0.00116075, 4575.39, 0.02889107, 7905.30, 0.09469052, 9572.86, 0.00155253, 1226.60, -0.00095627, 2894.40, -0.0214424, 4575.39, 0.02102784, 7905.30, 0.06434232, 9572.86, -0.04046163, 1226.60, 0.01689534, 2894.40, 0.00116145, 4575.39, 0.01218838, 7905.30, 0.03417509, 9572.86, -0.00039383, 
1226.80, 0.04727094, 2894.60, 0.02430793, 4575.59, 0.00575181, 6237.62, -0.01334744, 9573.06, 0.01159612, 1226.80, 0.0129579, 2894.60, -0.0142003, 4575.59, -0.03268155, 6237.62, 0.00595517, 9573.06, -0.01872901, 1226.80, 0.00507771, 2894.60, -0.0120861, 4575.59, -0.03679857, 6237.62, -0.00897172, 9573.06, -0.01058864, 1226.80, -0.0216463, 2894.60, -0.03685522, 4575.59, -0.0293487, 6237.62, -0.02517008, 9573.06, -0.03992803, 1226.80, -0.00801949, 2894.60, -0.03435413, 4575.59, 0.03055564, 7905.50, 0.11947415, 9573.06, -0.04821877, 1226.80, 0.02353568, 2894.60, -0.00108121, 4575.59, 0.02913199, 7905.50, 0.0953891, 9573.06, 0.00153036, 1226.80, -0.00121113, 2894.60, -0.0212956, 4575.59, 0.02154481, 7905.50, 0.06572545, 9573.06, -0.04059206, 1226.80, 0.01648312, 2894.60, 0.00136792, 4575.59, 0.0124994, 7905.50, 0.03522715, 9573.06, 0.00018931, 
1227.00, 0.04888997, 2894.80, 0.02539442, 4575.79, 0.00626384, 6237.82, -0.01287855, 9573.26, 0.01311559, 1227.00, 0.01376069, 2894.80, -0.01328506, 4575.79, -0.03227933, 6237.82, 0.00649733, 9573.26, -0.01784344, 1227.00, 0.00616383, 2894.80, -0.0107957, 4575.79, -0.03660542, 6237.82, -0.00849821, 9573.26, -0.009243, 1227.00, -0.02131534, 2894.80, -0.03633415, 4575.79, -0.02911882, 6237.82, -0.02503245, 9573.26, -0.0397721, 1227.00, -0.00796099, 2894.80, -0.03470008, 4575.79, 0.03108838, 7905.70, 0.12074379, 9573.26, -0.04841264, 1227.00, 0.02372035, 2894.80, -0.00081031, 4575.79, 0.02981706, 7905.70, 0.09638206, 9573.26, 0.00184616, 1227.00, -0.00035779, 2894.80, -0.02083206, 4575.79, 0.02225094, 7905.70, 0.06751675, 9573.26, -0.04001819, 1227.00, 0.01700093, 2894.80, 0.00220807, 4575.79, 0.01285676, 7905.70, 0.03634358, 9573.26, 0.00059709, 
1227.20, 0.0502781, 2895.00, 0.02707871, 4575.99, 0.00689526, 6238.02, -0.01246681, 9573.46, 0.01471218, 1227.20, 0.01538851, 2895.00, -0.01210413, 4575.99, -0.03191668, 6238.02, 0.00741233, 9573.46, -0.01608542, 1227.20, 0.0072199, 2895.00, -0.00994965, 4575.99, -0.03648596, 6238.02, -0.00774894, 9573.46, -0.00803272, 1227.20, -0.02100216, 2895.00, -0.03629496, 4575.99, -0.02932594, 6238.02, -0.02488992, 9573.46, -0.039502, 1227.20, -0.00824922, 2895.00, -0.03458642, 4575.99, 0.03153651, 7905.90, 0.12220447, 9573.46, -0.04847969, 1227.20, 0.02405205, 2895.00, -0.00048327, 4575.99, 0.03053998, 7905.90, 0.09739918, 9573.46, 0.00187862, 1227.20, 0.00055065, 2895.00, -0.02013665, 4575.99, 0.02330067, 7905.90, 0.06930891, 9573.46, -0.03942526, 1227.20, 0.01723382, 2895.00, 0.00272697, 4575.99, 0.01349335, 7905.90, 0.03790356, 9573.46, 0.00132751, 
1227.40, 0.05236602, 2895.20, 0.02911645, 4576.19, 0.00758948, 6238.22, -0.01178819, 9573.66, 0.01659667, 1227.40, 0.01593877, 2895.20, -0.01134485, 4576.19, -0.03206582, 6238.22, 0.00712803, 9573.66, -0.01507199, 1227.40, 0.00872369, 2895.20, -0.00859388, 4576.19, -0.03612259, 6238.22, -0.00695781, 9573.66, -0.00645322, 1227.40, -0.02077632, 2895.20, -0.0361799, 4576.19, -0.02956802, 6238.22, -0.02506629, 9573.66, -0.03935555, 1227.40, -0.00857593, 2895.20, -0.03422234, 4576.19, 0.0322651, 7906.10, 0.12414633, 9573.66, -0.04810833, 1227.40, 0.02405006, 2895.20, -0.00015248, 4576.19, 0.03114409, 7906.10, 0.0986882, 9573.66, 0.00223095, 1227.40, 0.00118486, 2895.20, -0.02001486, 4576.19, 0.02431448, 7906.10, 0.07047852, 9573.66, -0.03900402, 1227.40, 0.01720165, 2895.20, 0.00284034, 4576.19, 0.01360209, 7906.10, 0.0383075, 9573.66, 0.00094002, 
1227.60, 0.05397591, 2895.40, 0.03039724, 4576.39, 0.00798948, 6238.42, -0.01121245, 9573.86, 0.01835812, 1227.60, 0.01644219, 2895.40, -0.01043379, 4576.39, -0.0321984, 6238.42, 0.00705271, 9573.86, -0.0145564, 1227.60, 0.00902743, 2895.40, -0.00754292, 4576.39, -0.03607944, 6238.42, -0.0068188, 9573.86, -0.00591359, 1227.60, -0.02005108, 2895.40, -0.03574167, 4576.39, -0.02961375, 6238.42, -0.02491853, 9573.86, -0.03871725, 1227.60, -0.00801631, 2895.40, -0.03388138, 4576.39, 0.03314151, 7906.30, 0.12606695, 9573.86, -0.04774315, 1227.60, 0.02391376, 2895.40, 0.00028725, 4576.39, 0.03150046, 7906.30, 0.09981098, 9573.86, 0.00242405, 1227.60, 0.00140895, 2895.40, -0.02006444, 4576.39, 0.02430848, 7906.30, 0.07128221, 9573.86, -0.03895061, 1227.60, 0.01763191, 2895.40, 0.00286614, 4576.39, 0.01417611, 7906.30, 0.03961115, 9573.86, 0.00080455, 
1227.80, 0.05517399, 2895.60, 0.03188428, 4576.59, 0.00843835, 6238.62, -0.01090051, 9574.06, 0.01966686, 1227.80, 0.01734795, 2895.60, -0.00966733, 4576.59, -0.03225348, 6238.62, 0.00719915, 9574.06, -0.01382288, 1227.80, 0.00993426, 2895.60, -0.00683538, 4576.59, -0.0355217, 6238.62, -0.00665748, 9574.06, -0.00481061, 1227.80, -0.0193529, 2895.60, -0.03501726, 4576.59, -0.02921664, 6238.62, -0.02456901, 9574.06, -0.03812084, 1227.80, -0.00837421, 2895.60, -0.03352822, 4576.59, 0.0335605, 7906.50, 0.12799145, 9574.06, -0.04756413, 1227.80, 0.02408502, 2895.60, 0.00084862, 4576.59, 0.03181187, 7906.50, 0.10143456, 9574.06, 0.00276125, 1227.80, 0.00143561, 2895.60, -0.01995935, 4576.59, 0.02458874, 7906.50, 0.0728406, 9574.06, -0.03925146, 1227.80, 0.01792255, 2895.60, 0.00298968, 4576.59, 0.01507608, 7906.50, 0.04035608, 9574.06, 0.00143186, 
1228.00, 0.05609255, 2895.80, 0.03321943, 4576.79, 0.00905321, 6238.82, -0.01021635, 9574.26, 0.02155169, 1228.00, 0.0180864, 2895.80, -0.00842001, 4576.79, -0.03170384, 6238.82, 0.00809433, 9574.26, -0.0130979, 1228.00, 0.0113683, 2895.80, -0.00576541, 4576.79, -0.03528985, 6238.82, -0.00588841, 9574.26, -0.00339896, 1228.00, -0.01853598, 2895.80, -0.03510246, 4576.79, -0.02904247, 6238.82, -0.0246399, 9574.26, -0.03735218, 1228.00, -0.00863694, 2895.80, -0.03336798, 4576.79, 0.03390846, 7906.70, 0.12975504, 9574.26, -0.04742853, 1228.00, 0.023972, 2895.80, 0.00095023, 4576.79, 0.03180365, 7906.70, 0.10214918, 9574.26, 0.00259286, 1228.00, 0.00154705, 2895.80, -0.0196702, 4576.79, 0.0254629, 7906.70, 0.07457365, 9574.26, -0.03879486, 1228.00, 0.01826158, 2895.80, 0.00306837, 4576.79, 0.01544893, 7906.70, 0.04107548, 9574.26, 0.00135072, 
